article_id	published_at	url	status	detail	collection	timestamp	replay_url	global_count	now_count	submission_attempted
97c99abdf35ea318dec70e10cedf1bf19bbbbf2b	2021-11-23T17:15:54Z	https://www.publico.pt/2021/11/23/fugas/noticia/livros-tv-maria-oliveira-dias-quer-mostrar-comida-vegana-facil-divertida-super-saborosa-1986063	missing	submission_failed				0	0	yes
d1106cd603fc5ffdd8b895750467cd7720e3872b	2021-12-22T12:50:40Z	https://www.publico.pt/2021/12/22/impar/noticia/movimento-unidos-desperdicio-propoe-receitas-sobras-natal-chefs-1989461	missing	submission_failed				0	0	yes
b63da6593f1fa45c73579ce2f1a78ddbfdc9d6e2	2021-12-23T12:38:00Z	https://www.publico.pt/2021/12/23/impar/noticia/sobreviver-natal-limitar-estragos-1988390	missing	submission_failed				0	0	yes
c04c4241e01ebafb07bf537a2fabcae55173a19e	2021-12-29T08:02:00Z	https://www.publico.pt/2021/12/29/p3/noticia/venn-date-precisas-cozinhar-prato-vegan-kit-sustentavel-entregue-casa-1989421	missing	submission_failed				0	0	yes
d71998a2bcfcc8a7f6d5f5a4c71ca98e805b6cde	2022-03-04T01:55:00Z	https://www.publico.pt/2022/03/04/ciencia/noticia/reciclar-bom-reutilizar-melhor-1996882	missing	submission_failed				0	0	yes
8dcb78543c31e7e5a21ae77b1d35c52d44f2fc93	2022-03-04T04:54:00Z	https://www.publico.pt/2022/03/04/culturaipsilon/noticia/artes-lugar-experimentacao-ambiental-1997299	missing	submission_failed				0	0	yes
abf74b016092da9f788af5aa1891b803e8ad271f	2022-03-09T16:57:00Z	https://www.publico.pt/2022/03/09/ciencia/noticia/algas-acores-poderao-alimentar-aquacultura-2024-1998163	missing	submission_failed				0	0	yes
759283186a9610cc4e4603837f0d8fe4dab40801	2022-04-17T12:42:38Z	https://www.publico.pt/2022/04/17/mundo/noticia/missil-atinge-missao-humanitaria-world-central-kitchen-faz-morto-quatro-feridos-2002808	missing	submission_failed				0	0	yes
bf661e0984c2979dc7be9d6d8955e45a37f7838f	2022-04-22T13:58:00Z	https://www.publico.pt/2022/04/22/impar/noticia/preocupado-ambiente-20-dicas-tornar-cozinha-verde-2002916	missing	submission_failed				0	0	yes
82a1a29c2643a24ea1c0a302570f5d7284ed46ff	2022-04-27T09:00:00Z	https://www.publico.pt/2022/04/27/p3/noticia/futuro-desperdicio-alimentar-comecar-cantina-escola-2002438	missing	submission_failed				0	0	yes
87d9e5ac657626013b373be0210e038ce29dc922	2022-05-03T09:04:47Z	https://www.publico.pt/2022/05/03/azul/fotogaleria/fruta-feia-sao-ja-15-postos-venda-cooperativa-combate-desperdicio-alimentar-407910	missing	submission_failed				0	0	yes
efe34bc5a2e77d1320cd944f65e1c305fb7609ed	2022-05-14T09:12:13Z	https://www.publico.pt/2022/05/14/azul/noticia/duvida-comer-alimentos-fim-prazo-validade-2006133	missing	submission_failed				0	0	yes
476183a9ac59e5380da3c2f7178264730af9f63d	2022-05-16T06:15:00Z	https://www.publico.pt/2022/05/16/azul/noticia/produzir-insectos-alimentos-100-aproveitado-2004293	missing	submission_failed				0	0	yes
